MARCA,MODELO,LINK,CALIDAD,Revisor,Re-revisor,Review Quality OK?,EXPLICACION,COMPOSICIÓN,ILUMINACIÓN,ENFOQUE,EXPOSICIÓN,COLOR,ANGULO,CONTEXTO,EDICION,ENCUADRE,CALIDAD DE IMAGEN
Ford,,https://www.deysa.com/coches/km0/guadalajara/ford/focus/gasolina/st-2-3-ecoboost-206kw-280cv/1051651/,REGULAR,Adrian,Ruben,OK,"22 fotos, gran parte de ellas sobreexpuestas con demasiada iluminación.",5 fotos generales y 17 planos detalle,La iluminación en gran parte de las fotos es demasiado fuerte haciendo que algunas fotos se vean sobreexpuestas,"Enfoque mayormente bueno, pero mejorable ",Algunas fotos sobreexpuestas y/o con sombras molestas,"Color generalmente correcto menos en las fotos sobreexpuestas, donde se impide la correcta visualizacion de este","Angulos generalmente buenos, añadiria alguno mas del interior ",Venta de coches,"La primera foto editada, las demas no muestran signos de edicion",Encuadre general bueno ,"Calidad exterior buena, las fotos interiores mejorables"
Ford,,https://www.deysa.com/coches/km0/guadalajara/ford/kuga/gasolina/active-2-5-duratec-fhev-132kw-auto/1051649/,REGULAR,Ramón,Alejandro,OK,Las fotos están bien tomadas y muestran el coche en su totalidad.,Son fotos diversas que muestran todo el coche,Iluminación artificial y homogénea,Buen enfoque,No hay una sobreexposicion excesiva,Algunas fotos tienen un tono amarillento,Son buenos angulos y cubren todo el coche,Venta de coches,No parecen estar editadas salvo por la marca de agua,"Tienen buen encuadre, pero faltan las fotos del lado derecho del coche",Fotos de buena calidad
Ford,,https://www.deysa.com/coches/km0/guadalajara/ford/ranger/gasolina/3-0-ecob-215kw-e-awd-dob-cab-raptor-at/1051648/,BIEN,Alejandro,Lautaro,Not OK,Pocas fotos de buena calidad con buena iluminación.,Fotos generales en el exterior pero detalladas en el interior,Luz homogénea en el interior y exterior,Buen enfoque pero mejorable en el interior,Buena exposición,No hay saturación en el color,Buen angular,Venta de coches,No parece estar editado,Buen encuadre ,Fotos de buena calidad
Ford,,https://www.deysa.com/coches/km0/madrid/ford/f-150/gasolina/f-150-5-0-450cv-raptor-lariat/1017341/,MUY BIEN,Ruben,Ramón,OK,Muchas fotos con buena calidad.,Posee 28 fotos muy diversas que presentan perfectamente el coche,La luz es homogénea y equilibrada,El enfoque es bastante bueno,La exposicion es buena y no hay fotos quemadas ni muy oscuras,No hay saturacion excesiva,Los angulos son buenos aunque en una foto se ve al camara,Venta de coches,No hay edicion de fotos,El encuadre es muy bueno,Gran calidad de imagen
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/active-1-0t-ecoboost-mhev-92kw-125cv/1019150/,MUY BIEN,Lautaro,Ruben,OK,23 fotos de buena calidad.,5 fotos generales y 18 fotos detalle,"Buena iluminación, se aprecian los detalles","Enfoque correcto en la mayoria de fotos, ligeramente desenfocada en algunas fotos detalle","Buena exposicion general, ligeramente sobreexpuesto en algunas fotos detalle","Colores correctos, ligeramente saturados","Buenos angulos que dejan ver bien las fotos, ligeramente inclinados en fotos detalle",Foto en un espacio interior bien iluminado,No se ve una edicion aparente,Buen encuadre en todas las fotos,Buena calidad general
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/active-1-0t-ecoboost-mhev-92kw-125cv/1047652/,REGULAR,Ramón,Ruben,OK,"Muchas fotos, mostrando el coche completo.",Las fotos abarcan la totalidad del coche desde los diferentes angulos,La luz es homogénea y agradable a la vista,Hay algunas fotos algo borrosas,"Tienen una buena exposicion, sin provocar partes quemadas ni muy oscuras",No hay saturación en las fotos,Son angulos buenos y abarcan todo el coche,Venta de coches,No parecen estar editadas salvo por la marca de agua,Son encuadres adecuados y muestran las partes importantes del coche,Son de buena calidad
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-2-3-ecoboost-206kw-280cv-sb/1054925/,MUY BIEN,Ruben,Ramón,OK,Varias fotos de buena calidad y  detalladas.,20 fotos que se dividen en generales y detalladas que enseñan bien el coche,Luz homogénea que se ve bien a lo largo de las fotos,El enfoque es bueno no hay ninguna foto borrosa,La exposicion es correcta no hay desbalances,El color se aprecia bastante bien,Los angulos hacen que se aprecie bien el coche,Venta de coches  ,No se ve edicion de fotos,El encuadre es correcto,Buena calidad
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-2-3-ecoboost-206kw-280cv/1050627/,BIEN,Alejandro,Ruben,OK,Muchas fotos de buena calidad y  detalladas.,Fotos generales y detallladas desde fuera,Buena iluminación en el exterior e interior,Bien enfocada,Buena exposicion,No parece estar sobresaturada,Buen angular,Venta de coches,No se aprecia edición,Bien encuadrado el coche,Buena calidad
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-2-3-ecoboost-206kw-280cv/1050628/,REGULAR,Adrian,Santiago,OK,19 fotos de calidad buena tirando a media.,5 fotos generales y 14 planos detalle,iluminación correcta en la mayor parte de imagenes. Imagen del maletero ligeramente sobreexpuesta,Enfoque mejorable sobre todo en los planos detalle,"Exposicion buena en la mayor parte de las imagenes, foto del maletero sobreexpuesta","Color correcto generalmente, la unica foto sobreexpuesta hace que el color sea mas amarillento",Angulos buenos pero algunas interiores con niveles distintos,Venta de coches,"Primera foto editada, las demas no presentan edicion",Encuadre mejorable,Calidad de la imagen media debido al enfoque. Podrian ser de mas calidad
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-2-3-ecoboost-206kw-280cv/1051053/,BIEN,Santiago,Alejandro,OK,"Gran cantidad de fotos, enfoque y ángulos de las fotos mejorable.",5 fotos generales y 15 fotos detalle,"Luz homogénea, se ilumina uniformemente en por todo el coche. ","Enfoque mejorable, especialmente en los planos detalle, algo torcidos","Buena exposicion, exposición del plano detalle del maletero alta","Colores correctos, en plano detalle del maletero se satura","Angulos mejorables, cámara demasiado cerca",Venta de coches,Etiqueta C en primera foto,"Encuadre mejorable, especialmente para los paneles del coche.","Calidad de imagen buena en cuanto a la iluminación, mejorar en enfoques y angulos."
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-2-3-ecoboost-206kw-280cv/1051650/,REGULAR,Lautaro,Ramón,OK,18 fotos mejorables.,"5 fotos generales de buena calidad, 13 fotos detalle mejorables",Baja iluminación apreciable,Fotos plano detalle ligeramente desenfocadas,Falta exposicion en algunas fotos y otras estan sobreexpuestas,Colores ligeramente apagados debido a la iluminación,Angulos interiores ligeramente inclinados,Foto en un espacio interior con iluminación tenue,No se ve edicion aparente,Buen encuadre general de las fotos,Calidad general optima pero es mejorable
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-2-3-ecoboost-206kw-280cv/1051652/,REGULAR,Adrian,Lautaro,OK,16 fotos mejorables.,5 fotos generales y 11 planos detalle,Buena iluminación general con alguna sobreexpuesta,Enfoque mejorable en las fotos interiores,"Foto del maletero sobreexpuesta, algunas fotos de interior con sombras molestas ",Colores correctos menos en las fotos sobreexpuestas donde no se aprecia correctamente el color natural,"Angulos buenos generalmente, pero algunos inclinados y mejorables",Venta de coches,"Primera foto editada, las demas no presentan edicion",Encuadre mejorable en aproximadamente todas las fotos,Calidad mejorable sobre todo en el enfoque
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-2-3-ecoboost-206kw-280cv/1054928/,MALA,Ruben,Alejandro,OK,Diferentes fotos que enseñan muchas partes del coche.,21 fotos que se dividen en 11 planos de detalle y 10 generales ,La iluminación se siente baja en exceso,Los enfoques no son malos pero se podrian mejorar,Se requiere de mas exposicion en varias fotos,El color no es malo,El angulo es mejorable ya que algunas imagenes se ven desviadas,Venta de coches,No se ve edicion,El encuadre es mejorable a veces no se ve recta,Calidad baja
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-line-1-0t-ecoboost-mhev-92kw-125cv/1052320/,BIEN,Alejandro,Ruben,OK,Muchas fotos detalladas y generales en exterior como en interior.,Fotos que abarcan la totalidad del coche en interior y exterior,Buena iluminación en interior y exterior,Bien enfocado ,No se ve una mala iluminación sin que tenga poca iluminación,No parece estar sobresaturada,El angulo es diverso enseñando varios puntos de el coche,Vemta de coches,No se ve edición,Un encuadre mejorable pero bueno,Calidad buena
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-line-x-1-0t-ecoboost-mhev-92kw-125cv/1047651/,REGULAR,Ramón,Lautaro,OK,Bastantes fotos que enseñan el coche en su totalidad.,Son fotos diversas que muestran todo el coche,Tienen una iluminación un poco debil que no permite apreciar el coche,Algunas fotos estan algo borrosas,Tiene una exposicion adecuada para las condiciones de la foto,Tiene una tonalidad anaranjada en la mayoria de las fotos,Fotos desde muchos angulos haciendo posible la vista del coche totalmente correcta,Venta de coches,No parecen estar editadas salvo por la marca de agua,El encuadre deja ver todo el coche,Fotos de buena calidad
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-line-x-1-0t-ecoboost-mhev-92kw-125cv/1052321/,REGULAR,Santiago,Ramón,OK,"Cantidad de fotos mínimas, fotos con ángulos, enfoques y encuadre en plano detalle malos.",5 fotos generales y 10 fotos planos detalles,"Iluminación correcta y homogénea, foto de asientos de los pasajeros muestra sombras duras.","Enfoque de las fotos de paneles del coche malos, especialmente el volante",Exposición buena en general,"El color se representa correctamente, el color se satura en la foto de asientos de pasajeros","Angulos buenos en fotos de plano general, fotos de plano detalle de los paneles del coche angulos innecesarios.",Venta de coches,Etiqueta ECO en primera foto,"Encuadre de fotos en plano general buenos, encuadre de fotos de los paneles malos, pobremente centrados. Foto del volante pésimo.","Fotos mejorables, especialmente en el interior"
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-line-x-1-0t-ecoboost-mhev-92kw-125cv/1052323/,REGULAR,Lautaro,Ruben,OK,17 fotos mejorables.,5 Fotos generales y 12 fotos detalle,Iluminación irregular,Fotos bien enfocadas en general,Exposicion correcta,Colores ligeramente saturados,Angulos inclinados en la mayoria de fotos,Foto en un garage coniluminación irregular,No se ve una edicion aparente,"Encuadre mejorable, no todas las fotos estan bien centradas",Calidad general bastante mejorable
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-line-x-1-0t-ecoboost-mhev-92kw-125cv/1052325/,BIEN,Ruben,Ramón,OK,Diversas fotos con una iluminación algo baja.,18 fotos que muestran todo el coche,Iluminación en general algo oscura,El enfoque es bueno ,La exposicion es baja,El color se aprecia bien,Los angulos son buenos,Venta de coches,No hay signos de edicion excepto la marca de agua,El encuadre hace que las fotos se vean bien ,Calidad optima
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-line-x-1-0t-ecoboost-mhev-92kw-125cv/1052326/,REGULAR,Ramón,Santiago,OK,Las fotos estan bien tomadas y muestran el coche en su totalidad.,Se ve el coche desde todos sus angulos,La luz es algo escasa en las fotos exteriores,Estan bien enfocadas en general pero una esta algo borrosa,La exposicion es adecuada y no genera zonas quemadas,No se aprecian desviaciones de color,Fotos desde muchos angulos haciendo posible la vista del coche totalmente correcta,Venta de coches,No parecen estar editadas salvo por la marca de agua,El encuadre deja ver todo el coche,Fotos de buena calidad
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-line-x-1-0t-ecoboost-mhev-92kw-125cv/1052327/,BIEN,Lautaro,Alejandro,OK,18 fotos con buena calidad.,5 fotos generales y 13 detalle,Iluminacion irregular,Buen enfoque general,Bien nivelada la exposicion para arreglar la falta de iluminación,Ligeramente apagados por falta de luz,Un poco inclinados en fotos detalle,Foto en un garage con iluminación irregular,No se ve una edicion aparente,"Encuadre centrado en la mayoria de fotos, algunas con ligera desviacion hacia los lados",Buena calidad general
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-line-x-1-0t-ecoboost-mhev-92kw-125cv/1053071/,MUY BIEN,Alejandro,Lautaro,Not OK,Muchas fotos de buena calidad en el interior y detalladas.,Muchos planos que enseñan a detalle el coche,Iluminacion homogénea,Buen enfoque,Buena exposición,Buena exposición,Buenos angulos,Venta de coches,No parece estar editda,Se ve centrada,Buena calidad en general
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-line-x-1-0t-ecoboost-mhev-92kw-125cv/1053072/,REGULAR,Ramón,Ruben,OK,Muchas fotos bien detalladas y con buena iluminación.,Son fotos diversas que muestran todo el coche,La luz ilumina el coche de forma adecuada,Estan la mayoria ligeramente desenfocadas,La exposicion es adecuada y no genera zonas quemadas,No se aprecian desviaciones de color,Son angulos buenos y abarcan todo el coche,Venta de coches,No parecen estar editadas salvo por la marca de agua,El encuadre deja ver todo el coche,Fotos de buena calidad
Ford,,https://www.deysa.com/coches/km0/madrid/ford/focus/gasolina/st-line-x-1-0t-ecoboost-mhev-92kw-125cv/1053073/,,Adrian,Ruben,OK,"Mismo anuncio que la celda 67 y 68 (exactamente el mismo numero de fotos y las mismas fotos, lo único que cambia es la dirección de la compra del coche)",,,,,,,,,,
Ford,,https://www.deysa.com/coches/km0/madrid/ford/kuga/gasolina/active-2-5-duratec-fhev-132kw-auto/1027072/,REGULAR,Ruben,Alejandro,OK,Variedad de imágenes con mala calidad.,21 fotos donde se ven varios puntos del coche,La iluminacion es pobre en general y no homogénea,El enfoque es bueno,la exposicion es baja aunque en algunas fotos aumenta mucho,El color se aprecia bien,Los angulos no son del todo malo aunque algunos estan algo desviados,Venta de coches,No hay signos de edicion,El encuadre es mejorable,La calidad es mediocre
Ford,,https://www.deysa.com/coches/km0/madrid/ford/kuga/gasolina/active-2-5-duratec-fhev-132kw-auto/1033434/,BIEN,Lautaro,Ramón,OK,21 fotos de calidad óptima.,5 fotos generales y 16 fotos plano detalle,"Buena iluminacion general, iluminacion baja en el interior",Todas las fotos bien enfocadas,"Buena exposicion, se aprecian los detalles",Colores correctos en tonalidad y saturacion,Angulos en general ligeramente inclinados,Foto en un espacio interior bien iluminado,No se ve una edicion aparente,Buen encuadre centrado,Calidad general buena
Ford,,https://www.deysa.com/coches/km0/madrid/ford/mustang/gasolina/5-0-ti-vct-v8-331kw-gt-conv/1026347/,BIEN,Santiago,Ruben,OK,Muy buena cantidad de fotos.,10 fotos generales y 16 fotos detalle,"Iluminación correcta y homogénea, la luz se esparce uniformente por toda superficie del coche",Enfoque bueno en generalr,"Buena exposicion en general, poca exposición en la foto de los asientos pasajeros.","Ningún problema en color, foto del maletero cambia de tonalidad y saturación.","Angulos en los planos generales buenos, angulos de las fotos del panel táctil innecesarios.",Venta de coches,Etiqueta C en primera foto,"Buen encuadre en planos generales, encuadre de fotos del panel táctil torcidos.",Calidad buena
Ford,,https://www.deysa.com/coches/km0/madrid/ford/mustang/gasolina/s650-gt-convertible-5-0-ti-vct-v8-331kw-450cv-rwd-euro-6-2-aut/1058616/,MUY MALA,Adrian,Alejandro,OK,No hay fotos.,No hay fotos,No hay fotos,No hay fotos,No hay fotos,No hay fotos,No hay fotos,No hay fotos,No hay fotos,No hay fotos,No hay fotos
Ford,,https://www.deysa.com/coches/km0/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-mhev/1052319/,BIEN,Adrian,Santiago,OK,16 fotos de buena calidad.,5 fotos generales y 11 planos detalle,Iluminacion buena y homogénea en la mayoria de las fotos ,Enfoque bueno utilizando profundidad de campo para resaltar las zonas mas importantes en las imagenes interiores,"Exposicion buena en general, alguna foto interior con sombras molestas ",Colores correctos en tonalidad y saturacion,Buenos angulos aunque alguno no nivelado a los demas,Venta de coches,"Primera foto editada, las demas no presentan edicion",Encuadre mejorable pero bueno en general,Calidad de las imagenes buenas
Ford,,https://www.deysa.com/coches/km0/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-x-mhev/1050625/,REGULAR,Ramón,Ruben,OK,Las fotos están bien tomadas y muestran el coche en su totalidad.,Las fotos abarcan la totalidad del coche desde los diferentes angulos,Tiene una luz homogénea,Estan bien enfocadas en general salvo alguna interior,"Tienen una buena exposicion, sin provocar partes quemadas ni muy oscuras",No se aprecian desviaciones de color,Fotos desde muchos angulos haciendo posible la vista del coche totalmente correcta,Venta de coches,No parecen estar editadas salvo por la marca de agua,El encuadre deja ver todo el coche,Fotos de buena calidad
Ford,,https://www.deysa.com/coches/km0/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-x-mhev/1053070/,MUY BIEN,Alejandro,Lautaro,OK,Cantidad media de foto.,Planos generales del esxterior y de los mandos del coche,Buena iluminación en el exterior,Enfoque mejorable en el interior,Exposicion buena,No parece que haya saturación,Buen angular,Vemtas de coches,No se ve edición,Bien encuadrada,Generalmente buena 
Ford,,https://www.deysa.com/coches/km0/madrid/ford/ranger/diesel/wildtrack-ms-rt-3-0-240cv/1035376/,BIEN,Ruben,Lautaro,OK,Muchas fotos variadas con no mucho detalle.,25 fotos que presentan varios puntos del coche donde predominan los planos detallados,La iluminacion es buena,Enfoque es bueno con detalle,la exposicion no es mala,los colores se aprecian con detalle,los angulos no pierden nada de informacion del coche,Venta de coches,No hay edicion visible,El encuadre es bueno aunque se podria ajustar un poco mas,La foto es optima
Ford,,https://www.deysa.com/coches/km0/madrid/ford/ranger/gasolina/raptor-raptor-doble-cab-3-0-ecoboost-v6-aut-215kw-292cv/1034356/,REGULAR,Lautaro,Ruben,OK,17 fotos de calidad mejorable.,3 fotos generales y 14 fotos detalle,iluminacion bien distribuida,Buen enfoque general,Ligeramente sobreexpuesto,Colores un poco saturados debido a la iluminacion ,Angulos ineriores ligeramente inclinados,Foto en un espacio interior bien iluminado,No se ve edición,Algunas fotos fuera de encuadre,Calidad bastante mejorable
Ford,,https://www.deysa.com/coches/km0/madrid/ford/ranger/hibrido/2-3-tivct-phev-e-awd-d-cab-stormtrak-at/1058024/,MUY BIEN,Ruben,Ramón,OK,Muchísimas fotos con buena calidad.,30 fotos donde se puede ver todo tipo de especificaciones del coche,La iluminacion es homogénea y no hay ningun desbalance,El enfoque es concreto y con detalle,La exposicion es correcta,Los colores se aprecian bien,Los angulos son buenos aunque quizas se podria poner algo mas recta la camara,Venta de coches,No hay edicion visible,El encuadre es bueno aunque se podria mejorar ,La calidad es buena
Ford,,https://www.deysa.com/coches/km0/madrid/ford/tourneo-connect/hibrido/1-5-ecoboost-phev-active-auto/1025663/,REGULAR,Santiago,Ruben,OK,"Muchas fotos, se muestra todos los complementos que tiene la carrocería.",7 fotos generales y 20 fotos detalle,Iluminación buena como exterior e interior,"Buen enfoque, se distingue lo que se quiere mostrar y el fondo",Exposicion buena,Colores correctos,"Angulos buenos, se muestra la totalidad de la carrocería por dentro y fuera",Venta de coches,No hay edición,"Encuadre pésimo en interior y la foto del surtidor, estan girados o no estan casi centrados",Calidad de imágenes buenas
Ford,,https://www.deysa.com/coches/km0/madrid/ford/tourneo-connect/hibrido/1-5-ecoboost-phev-active-auto/1025664/,BIEN,Adrian,Ruben,OK,27 fotos de calidad buena-media.,7 fotos generales y 20 planos detalle,Iluminacion buena generalmente,"El enfoque podria ser mejor en algunas de las fotos, pero generalmente bien",Exposicion correcta menos en las fotos del maletero habiendo sobreexposicion,Color correcto en todas las fotos menos en las sobreexpuestas,Angulos mejorables pero generalmente correctos y diversos,Venta de coches,"Primera foto editada, las demas no presentan edicion","Encuadre mejorable en bastantes fotos, sobre todo en interior",Buena calidad pero el enfoque podria ser mejor
Ford,,https://www.deysa.com/coches/km0/madrid/ford/tourneo-courier/gasolina/1-0-ecoboost-92kw-125cv-titanium/1020923/,REGULAR,Alejandro,Ramón,OK,"Fotos regulares, por culpa de la iluminación natural.",Son fotos generales un poco torcidas el exterior del coche y el interior,Mala iluminación en el interior y exterior,Un poco mejorable,Exposición mejorable ,No se ve saturado,Buen anfular y fotos torcidas,Venta de coches,No hay edición,Ecuadre mejorable,Calidad mejorable
Ford,,https://www.deysa.com/coches/km0/madrid/ford/tourneo-courier/gasolina/1-0-ecoboost-92kw-125cv-titanium/1052318/,MALA,Lautaro,Alejandro,OK,17 fotos mejorables.,5 fotos generales y 12 fotos plano detalle,"iluminacion correcta, un poco tenue",Desenfocado en algunas fotos,Sobreexpuesto en el interior,Colores mejorables,"Angulos mayormente estables, pocos ligeramente inclinados",Foto en un espacio interior bien iluminado,No se ve edición,Encuadre correcto,"Fotos muy mejorables en calidad, ilumniacion y encuadre"
Ford,,https://www.deysa.com/coches/km0/madrid/ford/tourneo-custom/diesel/2-0-ecoblue-125kw-l2-titanium-auto/1040047/,BIEN,Ruben,Alejandro,OK,Varias fotos que muestran muchos puntos del coche.,26 fotos de las cuales 10 son generales y 16 son de planos detallados,La luz es homogénea y no presenta desbalances,Alguna imagen se ve un poco desenfocada pero no son la mayoria,La exposicion no es buena ni mala es intermedia,"El color es palido, hace falta mas intensidad en el color",Los angulos son correctos a excepcion de una foto hacia un faro por la mitad,Venta de coches,No se ve edicion,Encuadre casi perfecto en todas las imagenes,Calidad optima
Ford,,https://www.deysa.com/coches/km0/madrid/ford/tourneo-custom/hibrido/2-5-duratec-phev-171kw-l2-titanium-ecvt/1058617/,BIEN,Ramón,Santiago,OK,Las fotos están bien tomadas y muestran el coche en su totalidad.,Las fotos abarcan la totalidad del coche desde los diferentes angulos,Tiene una luz homogénea,Estan bien enfocadas tanto en los planos generales como detalle,"Tienen una buena exposicion, sin provocar partes quemadas ni muy oscuras",No se aprecian desviaciones de color,Fotos desde muchos angulos haciendo posible la vista del coche totalmente correcta,Venta de coches,No parecen estar editadas salvo por la marca de agua,El encuadre deja ver todo el coche,Fotos de buena calidad
Ford,,https://www.deysa.com/coches/km0/madrid/ford/transit-courier/gasolina/van-1-0-ecoboost-75kw-trend/1048320/,REGULAR,Lautaro,Ruben,OK,14 fotos mejorables.,5 Fotos generales y 9 fotos detalle,iluminacion correcta,Buen enfoque general,Se ve un poco sobreexpuesto,Colores correctos en general,"Buenos angulos en general, ligeramente inclinados",Foto en un espacio interior bien iluminado,No se ve edición,Ligeramente descentrado,"Calidad mejorable, el lente se ve ""Sucio"""
Ford,,https://www.deysa.com/coches/km0/madrid/ford/transit-custom/diesel/van-2-0-ecoblue-100kw-280-l1-trend/1052328/,BIEN,Alejandro,Ruben,OK,Fotos buenas del exterior e interior.,Planos generales del esxterior y de los mandos del coche,Iluminación buena,Buen enfoque,Buena exposición,No hay rastros de saturación,Buen angular ,Vemnta de coches,No se ve edición,Bien encuadrada,Buena calidad pero el enfoque podria ser mejor
Ford,,https://www.deysa.com/coches/km0/madrid/ford/transit-custom/diesel/van-2-0-tdci-96kw-320-l2-trend/1010095/,REGULAR,Adrian,Ruben,OK,18 fotos de calidad media.,5 planos generales y 13 planos detalle,Iluminacion mejorable,Enfoque altamente mejorable,"Exposicion buena en general, pero mejorable","Colores correctos en general, pero falta iluminacion para notarlos mas vividos",Angulos diversos y buenos,Venta de coches,"Primera foto editada, las demas no presentan edicion",Encuadre mejorable,"Calidad media, muchos aspectos mejorables pero las fotos muestran medianamente bien el vehiculo"
Ford,,https://www.deysa.com/coches/km0/madrid/ford/transit-custom/diesel/van-2-0-tdci-96kw-320-l2-trend/1010096/,REGULAR,Santiago,Ruben,OK,"Fotos mejorables en cuanto a su encuadre, ángulos, exposición y enfoque.",5 fotos generales y 14 fotos detalle,Iluminación correcta y homogénea,Desenfoque en algunas fotos debido al moverse o no se centro bien la cámara,Un poco subexpuesto en las fotos de plano general,Colores correctos,Angulos mejorables,Venta de coches,No hay edición,Encuadres pésimos en fotos de plano general,Calidad mejorable
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/connect/hibrido/transit-nueva-van-l2-trend-n1-1-5l-ecoboost-phev-110-kw-150cv-aut-6e/999956/,MUY BIEN,Ruben,Ramón,OK,Fotos con gran calidad.,20 fotos donde 9 son generales y el resto son planos detallados,La iluminacion permite disfrutar del coche correctamente,El enfoque es muy detallado,La exposicion esta muy bien equilibrada en cada foto,El color se aprecia sin saturacion,Los angulos estan tomados de manera que puedes identificar bien cada parte del coche,Venta de coche ,No se ve edición,El encuadre es bueno,Calidad muy buena en las fotos
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/explorer/electrico/premium-r-extendido-rwd-77kwh-286cv/883246/,BIEN,Lautaro,Ruben,OK,25 fotos de buena calidad.,5 fotos generales y 20 fotos detalle,Ilumniacion bien distribuida pero tenue,Buen enfoque en la mayoria,Exposicion mejorable par apreciar bien las fotos,Colores ligeramente apagados pero correctos,Angulos buenos pero dentro ligeramtne inclinados,Foto en un espacio interior bien iluminado,No se ve edición,"La mayoria esta correcto, pocas fotos no estan bien centradas","Buena calidad de fotos, tecnica fotografica mejorable"
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/focus/gasolina/1-0-ecoboost-mhev-92kw-active/838478/,REGULAR,Ramón,Alejandro,OK,Tiene una buena cantidad de fotos pero pequeños fallos.,5 fotos exteriores y 21 interiores y detalle,Buena iluminacion salvo en contadas ocasiones,Algunas fotos interiores estan algo borrosas,No se genera ninguna zona quemada por la exposicion,sin variacion,se cubren todos los angulos,venta de coches,no hay edicion aparente,Encuadres algo cerrados,Calidad media
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/kuga/diesel/st-line-1-5-ecoblue-88kw-120cv/535216/,MALA,Lautaro,Alejandro,OK,13 fotos mejorables.,5  Fotos generales y 8 fotos detalle,iluminacion pobre,enfoque general bueno,Baja exposicion,Colores correctos pero apagados,Angulos correctos,Foto en un espacio interior bien iluminado,No se ve edición,Fotos fuera de encuadre,Calidad muy mejorable
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/kuga/diesel/st-line-1-5-ecoblue-88kw-120cv/876551/,MALA,Ruben,Ramón,OK,"Fotos de calidad bastante mejorable, además se necesitaría hacer alguna foto más.",18 fotos de las cuales 7 son generales y el resto planos detallados,La iluminacion no es homogénea y es algo pobre,Enfoque algo borroso,Exposicion que varia de mucha iluminación a poca,Color pobre,Angulos desviados,Venta de coches,no hay edicion,Fotos fuera de encuadre,Calidad mejorable
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/kuga/diesel/st-line-1-5-ecoblue-88kw-120cv/895526/,BIEN,Alejandro,Ruben,OK,Buenas fotos del interior y en el exterior.,Fotos generales del interior exteriores,Iluminación homogénea,Buen enfoque,Buena exposición,No hay sobresaturación,bien angulado,Venta de coches,No hay edicion,Fotos encuadradas,regular
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/kuga/gasolina/st-line-2-5-duratec-fhev-140kw-auto/632416/,REGULAR,Santiago,Alejandro,OK,Fotos mejorables en cuanto a la iluminación y encuadre.,5 fotos generales y 10 fotos detalle,"Iluminación uniforme y homogénea en el exterior, interior pobremente iluminado","Enfoque bueno, se aprecian los detalles",Buena,Buena,Regular,Venta de coches,Nada,Regular,Calidad regular
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/kuga/gasolina/st-line-x-1-5t-ecoboost-110kw-150cv/974863/,REGULAR,Adrian,Ramón,OK,23 imágenes de regular calidad.,5 fotos generales y 18 fotos detalle,"Iluminación buena, algunas fotos sobreexpuestas","Enfoque mejorable en algunas fotos interiores y exteriores, pero en otras bien","Exposicion buena en la mayor parte de imagenes, sin embargo en otras la luz refleja demasiado haciendo sobreexposicion en fotos del interior y maletero",Colores correctamente visibles menos en las imagenes sobreexpuestas,Angulos diversos y correctos aunque alguno inclinado,Venta de coches,"Primera foto editada, las demas no muestran edicion","Encuadre generalmente bueno, algunas fotos del interior mejorables",Calidad de las imagenes mejorable sobre todo el enfoque. 
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/kuga/hibrido/st-line-x-2-5-duratec-phev-165kw-auto/837694/,BIEN,Lautaro,Ruben,OK,"Buena calidad, baja iluminación, ligera inclinacion.",,,,,,,,,,
